ID,Name,Description,Type,Lat,Lon,URL,Region,State / Province,Provider,Provider Type,broken asset,Provider URL,Measurements
STS_X_487,JAMSTEC K2,JAMSTEC K2,Ship-based Time Series,47.000000 :: 47.010000,160.000000 :: 160.010000,,North Pacific Ocean,Japan,NA,unassigned,,,"Alkalinity (total), Ammonium Concentration, Bacteria, Chlorophyll, CO2 Water, Cyanobacteria, Dissolved Inorg. Carbon, Dissolved Organic Carbon, Dissolved Organic Nitrogen, Dissolved Organic Phosphorus, Nitrate, Nitrite Concentration, Oxygen Concentration, pH, Phosphate Concentration, Primary production, Salinity, Silicate Concentration, Water Depth, Water Temperature, Zooplankton"
STS_X_488,JAMSTEC KNOT,JAMSTEC KNOT,Ship-based Time Series,44.000000 :: 44.010000,155.000000 :: 155.010000,,North Pacific Ocean,Japan,NA,unassigned,,,"Alkalinity (total), Ammonium Concentration, Bacteria, Chlorophyll, CO2 Water, Cyanobacteria, Dissolved Inorg. Carbon, Dissolved Organic Carbon, Dissolved Organic Nitrogen, Dissolved Organic Phosphorus, Nitrate, Nitrite Concentration, Oxygen Concentration, pH, Phosphate Concentration, Primary production, Salinity, Silicate Concentration, Water Depth, Water Temperature, Zooplankton"
STS_X_489,JAMSTEC S1,JAMSTEC S1,Ship-based Time Series,30.000000 :: 30.010000,145.000000 :: 145.010000,,North Pacific Ocean,Japan,NA,unassigned,,,"Alkalinity (total), Ammonium Concentration, Bacteria, Chlorophyll, CO2 Water, Cyanobacteria, Dissolved Inorg. Carbon, Dissolved Organic Carbon, Dissolved Organic Nitrogen, Dissolved Organic Phosphorus, Nitrate, Nitrite Concentration, Oxygen Concentration, pH, Phosphate Concentration, Primary production, Salinity, Silicate Concentration, Water Depth, Water Temperature, Zooplankton"
OP_490,JMA,JMA,Other Platform,10,165,,North Pacific Ocean,Japan,NA,unassigned,,,Zooplankton
STS_X_491,JMA,JMA,Ship-based Time Series,5.000000 :: 5.010000,137.000000 :: 137.010000,,North Pacific Ocean,Japan,NA,unassigned,,,"Alkalinity (total), Chlorophyll, CO2 Water, Dissolved Inorg. Carbon, Dissolved Organic Carbon, Dissolved Organic Nitrogen, Dissolved Organic Phosphorus, Nitrate, Nitrite Concentration, Oxygen Concentration, pH, Phosphate Concentration, Salinity, Silicate Concentration, Water Depth, Water Temperature, Zooplankton"
STS_X_436,Japanese Antartic ,Japanese Antartic Research Expediation (JARE),Ship-based Time Series,-61.000000 :: -60.990000,110.000000 :: 110.010000,,"South Pole and Indian Ocean, Southern Ocean",Japan,NA,unassigned,,,Zooplankton
STS_X_437,Japanese Antartic ,Japanese Antartic Research Expediation (JARE),Ship-based Time Series,-61.000000 :: -60.990000,145.000000 :: 145.010000,,"South Pole and Indian Ocean, Southern Ocean",Japan,NA,unassigned,,,Zooplankton
FOTS_42,Jarvis Atoll,Jarvis Atoll,Fixed Ocean Time Series,-0.37,-160,http://www.pmel.noaa.gov/co2/story/Buoys+and+Autonomous+Systems,South Pacific Ocean,US,NOAA,unassigned,,http://www.pmel.noaa.gov/co2/story/Buoys+and+Autonomous+Systems,
OP_129,K2,K2,Other Platform,47,160,http://www/jamstec.go.jp/rcgc/e/medrg/index.html,North Pacific Ocean,Japan,JAMESTEC,unassigned,,http://www/jamstec.go.jp/rcgc/e/medrg/index.html,"Alkalinity (total), Ammonium Concentration, Chlorophyll, Dissolved Inorg. Carbon, Nitrate, Nitrite Concentration, Oxygen Concentration, pH, Phosphate Concentration, Primary production, Salinity, Silicate Concentration, Water Temperature"
STS_X_435,KERFIX,KERFIX,Ship-based Time Series,-50.670000 :: -50.660000,68.430000 :: 68.440000,,Indian Ocean,France,NA,unassigned,,,"Alkalinity (total), Ammonium Concentration, Chlorophyll, CO2 Water, Dissolved Inorg. Carbon, Nitrate, Nitrite Concentration, Oxygen Concentration, pH, Phosphate Concentration, Phytoplankton, Salinity, Water Depth, Water Temperature, Zooplankton"
FOTS_135,KISR Monitoring St,KISR Monitoring Station,Fixed Ocean Time Series,28.702,48.4562,http://www.kisr.edu.kw,"Persian Gulf, Indian Ocean",Kuwait,KISR,unassigned,,http://www.kisr.edu.kw,"Alkalinity (total), Ammonium Concentration, Nitrate, Nitrite Concentration, Oxygen Concentration, pH, Phosphate Concentration, Salinity, Silicate Concentration, Turbidity, Water Temperature"
M_130,Kangaroo Island,Kangaroo Island,Mooring,-35.83,136.45,http://imos.org.au/acidificationmoorings.html,"Great Australian Bight, Indian Ocean",Australia,IMOS,unassigned,,http://imos.org.au/acidificationmoorings.html,"Alkalinity (total), Chlorophyll, CO2 Water, Dissolved Inorg. Carbon, Oxygen Concentration, Salinity, Turbidity, Water Temperature"
STS_X_666,Kangaroo Island,Kangaroo Island,Ship-based Time Series,-35.830000 :: -35.820000,136.450000 :: 136.460000,http://imos.org.au/acidificationmoorings.html,"Great Australian Bight, Indian Ocean",Australia,IMOS,unassigned,,http://imos.org.au/acidificationmoorings.html,"Alkalinity (total), Chlorophyll, Dissolved Inorg. Carbon, Oxygen Concentration, Salinity, Turbidity, Water Temperature"
M_659,Karitane (inner),Karitane (inner),Mooring,-45.639,170.671,https://marinedata.niwa.co.nz/nzoa-on-map/,"Coastal New Zealand, South Pacific Ocean",New Zealand,NIWA,unassigned,,https://marinedata.niwa.co.nz/nzoa-on-map/,"Alkalinity (total), Chlorophyll, Dissolved Inorg. Carbon, Nitrate, Phosphate Concentration, Salinity, Silicate Concentration, Water Temperature"
M_660,Karitane (outer),Karitane (outer),Mooring,-45.638,170.672,https://marinedata.niwa.co.nz/nzoa-on-map/,"Coastal New Zealand, South Pacific Ocean",New Zealand,NIWA,unassigned,,https://marinedata.niwa.co.nz/nzoa-on-map/,"Alkalinity (total), Chlorophyll, Dissolved Inorg. Carbon, Nitrate, Phosphate Concentration, Salinity, Silicate Concentration, Water Temperature"
STS_X_362,Kastela Bay (centr,Kastela Bay (central Adriatic Sea),Ship-based Time Series,43.600000 :: 43.610000,16.300000 :: 16.310000,,"Mediterranean Sea, North Atlantic Ocean",Croatia,NA,unassigned,,,"Bacteria, Phytoplankton"
STS_795,Kavoshgar-e Khalij,Kavoshgar-e Khalij-e Fars (Persian Gulf Explorer),Ship-based Time Series,24.70295147 :: 29.66678825,48.97721644 :: 60.54170116,http://www.inio.ac.ir/Default.aspx?tabid=2792,"Persian Gulf, Indian Ocean",Iran,NA,unassigned,,http://www.inio.ac.ir/Default.aspx?tabid=2792,"Alkalinity (total), Chlorophyll, Nitrate, Nitrite Concentration, Oxygen Concentration, pH, Phosphate Concentration, Phytoplankton, Salinity, Silicate Concentration, Turbidity, Water Temperature, Zooplankton"
FOTS_43,"Kibesillah Hill, C","Kibesillah Hill, CA",Fixed Ocean Time Series,39.6,-123.79,http://omegas.science.oregonstate.edu/,North Pacific Ocean,US,OSU,unassigned,,http://omegas.science.oregonstate.edu/,"CO2 Water, pH"
FOTS_44,Kimbe Bay,Kimbe Bay,Fixed Ocean Time Series,-5.14,150.48,http://www.pmel.noaa.gov/co2/story/Buoys+and+Autonomous+Systems,"Bismarck Sea, South Pacific Ocean",US,NOAA,unassigned,,http://www.pmel.noaa.gov/co2/story/Buoys+and+Autonomous+Systems,
OP_438,King Sejong Statio,King Sejong Station (KOPRI),Other Platform,-62.2,-58.8,,Southern Ocean,Korea,NA,unassigned,,,"Chlorophyll, CO2 Water, Phytoplankton, Salinity, Water Depth, Water Temperature"
OP_493,Korea East (Japan ,Korea East (Japan Sea),Other Platform,36.96,130.6,,"Japan Sea, North Pacific Ocean",Korea,NA,unassigned,,,Zooplankton
OP_494,Korea South (East ,Korea South (East China Sea),Other Platform,33.92,128.57,,"Japan Sea, North Pacific Ocean",Korea,NA,unassigned,,,Zooplankton
OP_495,Korea West (Yellow,Korea West (Yellow Sea),Other Platform,35.6,125.6,,"Yellow Sea, North Pacific Ocean",Korea,NA,unassigned,,,Zooplankton
M_592,Koror-K1,Koror-K1,Mooring,7.3035,134.4607,,"Philippine Sea, North Pacific Ocean",Korea,KIOST,unassigned,,,
OP_45,Kure Atoll Monumen,Kure Atoll Monument,Other Platform,28.41,-178.33,http://www.pmel.noaa.gov/co2/story/Buoys+and+Autonomous+Systems,North Pacific Ocean,US,NOAA,unassigned,,http://www.pmel.noaa.gov/co2/story/Buoys+and+Autonomous+Systems,
FOTS_401,L4,L4,Fixed Ocean Time Series,50.25,-4.2,https://www.westernchannelobservatory.org.uk/data.php,"English Channel, North Atlantic Ocean",UK,PML,unassigned,,https://www.westernchannelobservatory.org.uk/data.php,"Alkalinity (total), Ammonium Concentration, Chlorophyll, Dissolved Inorg. Carbon, Nitrate, Nitrite Concentration, Oxygen Concentration, Phosphate Concentration, Phytoplankton, Salinity, Silicate Concentration, Turbidity, Water Temperature, Zooplankton"
M_138,L4,L4,Mooring,50.25,-4.22,https://www.westernchannelobservatory.org.uk/buoys.php,"English Channel, North Atlantic Ocean",UK,PML,unassigned,,https://www.westernchannelobservatory.org.uk/buoys.php,"Chlorophyll, Colored DOM, Nitrate, pH, Salinity, Turbidity, Water Temperature"
OP_466,La Perouse Banks,La Perouse Banks,Other Platform,50.25,-129,,North Pacific Ocean,Canada,NA,unassigned,,,
STS_X_306,Labrador Basin,Labrador Basin,Ship-based Time Series,57.800000 :: 57.810000,-51.300000 :: -51.290000,,"Labrador Sea, North Atlantic Ocean",Canada,NA,unassigned,,,"Ammonium Concentration, Bacteria, Chlorophyll, Cyanobacteria, Nitrate, Nitrite Concentration, Oxygen Concentration, Particulate Organic Carbon, Particulate Organic Nitrogen, Particulate Organic Phosphorus, Phosphate Concentration, Phytoplankton, Salinity, Silicate Concentration, Water Depth, Water Temperature, Zooplankton"
STS_X_307,Labrador Sea (BIO),Labrador Sea (BIO),Ship-based Time Series,54.400000 :: 54.410000,-55.300000 :: -55.290000,,"Labrador Sea, North Atlantic Ocean",Canada,NA,unassigned,,,"Alkalinity (total), Ammonium Concentration, Chlorophyll, Dissolved Inorg. Carbon, Dissolved Organic Carbon, Nitrate, Nitrite Concentration, Particulate Organic Carbon, pH, Phosphate Concentration, Phytoplankton, Primary production, Salinity, Silicate Concentration, Water Temperature, Zooplankton"
STS_X_308,Labrador Shelf and,Labrador Shelf and Slope,Ship-based Time Series,54.600000 :: 54.610000,-54.700000 :: -54.690000,,"Labrador Sea, North Atlantic Ocean",Canada,NA,unassigned,,,"Ammonium Concentration, Bacteria, Chlorophyll, Cyanobacteria, Nitrate, Nitrite Concentration, Oxygen Concentration, Particulate Organic Carbon, Particulate Organic Nitrogen, Particulate Organic Phosphorus, Phosphate Concentration, Phytoplankton, Salinity, Silicate Concentration, Water Depth, Water Temperature, Zooplankton"
VOS_258,Las Cuevas,Las Cuevas,Volunteer Observing Ship,10.473 :: 28.7385,-96.8503 :: -61.8032,http://www.aoml.noaa.gov/ocd/gcc/lascuevas_introduction.php,"Caribbean Sea, North Atlantic Ocean",US,"NOAA, AOML",unassigned,,http://www.aoml.noaa.gov/ocd/gcc/lascuevas_introduction.php,"CO2 Water, Salinity, Water Temperature"
STS_X_309,Lime Kiln Bay (Bay,Lime Kiln Bay (Bay of Fundy),Ship-based Time Series,45.100000 :: 45.110000,-66.800000 :: -66.790000,,"Bay of Fundy, North Atlantic Ocean",Canada,NA,unassigned,,,"Ammonium Concentration, Nitrate, Nitrite Concentration, Phosphate Concentration, Phytoplankton, Salinity, Silicate Concentration, Water Depth, Water Temperature, Zooplankton"
M_141,Lincoln Beach,Lincoln Beach,Mooring,44.86,-124.06,http://omegas.science.oregonstate.edu/,North Pacific Ocean,US,OSU,unassigned,,http://omegas.science.oregonstate.edu/,"CO2 Water, pH"
STS_223,Line P - IOS,Line P - IOS,Ship-based Time Series,48.575 :: 50.0,-145.0 :: -125.5,http://www.dfo-mpo.gc.ca/,North Pacific Ocean,Canada,DFO-IOS,unassigned,,http://www.dfo-mpo.gc.ca/,"Alkalinity (total), CO2 Water, Dissolved Inorg. Carbon, pH"
STS_X_467,Line P,Line P,Ship-based Time Series,48.600000 :: 48.610000,-125.500000 :: -125.490000,,North Pacific Ocean,Canada,NA,unassigned,,,"Alkalinity (total), Ammonium Concentration, Chlorophyll, Dissolved Inorg. Carbon, Nitrate, Nitrite Concentration, Oxygen Concentration, pH, Phosphate Concentration, Salinity, Silicate Concentration, Water Depth, Water Temperature, Zooplankton"
M_142,Liverpool Bay (LIV,Liverpool Bay (LIVBAY) Coastal Observatory,Mooring,53.533,-3.363,http://www.cefas.defra.gov.uk,"Irish Sea and St. George's Channel, North Atlantic Ocean",UK,Cefas,unassigned,,http://www.cefas.defra.gov.uk,"Alkalinity (total), Chlorophyll, Current Speed, Oxygen Concentration, pH, Salinity, Turbidity, Water Temperature"
STS_X_396,Loch Ewe (Northwes,Loch Ewe (Northwest North Sea),Ship-based Time Series,57.900000 :: 57.910000,-5.700000 :: -5.690000,,"Inner Seas off the West Coast of Scotland, North Atlantic Ocean",UK,NA,unassigned,,,"Ammonium Concentration, Chlorophyll, Nitrate, Nitrite Concentration, Phosphate Concentration, Phytoplankton, Salinity, Silicate Concentration, Water Temperature, Zooplankton"
STS_X_397,Loch Maddy (Northw,Loch Maddy (Northwest North Sea),Ship-based Time Series,57.600000 :: 57.610000,-7.100000 :: -7.090000,,"Northeast Atlantic Shelf, North Atlantic Ocean",UK,NA,unassigned,,,"Chlorophyll, Phytoplankton, Water Temperature"
FOTS_46,"Lompoc Landing, CA","Lompoc Landing, CA",Fixed Ocean Time Series,34.72,-120.61,http://omegas.science.oregonstate.edu/,North Pacific Ocean,US,UC Santa Barbara,unassigned,,http://omegas.science.oregonstate.edu/,"CO2 Water, pH"
STS_226,Long Beach to New ,Long Beach to New Zealand,Ship-based Time Series,-36.1155414709 :: 31.2140447542,-183.252943993 :: -119.491053631,http://www.pmel.noaa/gov/co2/,North Pacific Ocean,US,"NOAA, PMEL",unassigned,,http://www.pmel.noaa/gov/co2/,"CO2 Water, Dissolved Inorg. Carbon, Oxygen Concentration, pH, Water Temperature"
M_145,M1/M2,M1/M2,Mooring,36.75,-122.02,http://www.mbari.org/,North Pacific Ocean,US,MBARI,unassigned,,http://www.mbari.org/,"CO2 Water, Nitrate, Oxygen Concentration, Salinity, Water Temperature"
M_146,M2H,M2H,Mooring,36.75,-122.33,http://www.mbari.org/,North Pacific Ocean,US,MBARI,unassigned,,http://www.mbari.org/,"CO2 Water, pH, Salinity, Water Temperature"
FOTS_787,MAMBO-MIRAMARE ,MAMBO-MIRAMARE ,Fixed Ocean Time Series,45.6977,13.7083,https://www.inogs.it/en/content/mambo1-buoy-miramare-instrumental-implementation,"Adriatic Sea, North Atlantic Ocean",Italy,OGS,unassigned,,https://www.inogs.it/en/content/mambo1-buoy-miramare-instrumental-implementation,"CO2 Water, Oxygen Concentration, pH, Salinity, Water Temperature"
STS_X_503,MBARI,MBARI,Ship-based Time Series,36.830000 :: 36.840000,-121.900000 :: -121.890000,,North Pacific Ocean,US,NA,unassigned,,,"Alkalinity (total), Ammonium Concentration, Bacteria, Chlorophyll, CO2 Water, Cyanobacteria, Dissolved Inorg. Carbon, Nitrate, Nitrite Concentration, Oxygen Concentration, Particulate Organic Carbon, Particulate Organic Nitrogen, Particulate Organic Phosphorus, Phosphate Concentration, Primary production, Salinity, Silicate Concentration, Water Depth, Water Temperature"
M_193,MEL-SMMC CO2-A,MEL-SMMC CO2-A,Mooring,31,125,,"Eastern China Sea, North Pacific Ocean",China,XU,unassigned,,,"Chlorophyll, CO2 Water, Current Speed, Nitrate, Oxygen Concentration, Salinity, Water Temperature"
STS_225,MOOSE-GE,MOOSE-GE,Ship-based Time Series,40.0 :: 43.9,3.45 :: 9.633333333,http://www.moose-network.fr,"Mediterranean Sea - Western Basin, North Atlantic Ocean",France,LOCEAN,unassigned,,http://www.moose-network.fr,"Alkalinity (total), Dissolved Inorg. Carbon, Nitrate, Nitrite Concentration, Oxygen Concentration, Phosphate Concentration, Salinity, Silicate Concentration, Water Temperature"
M_149,MOSEAN,MOSEAN,Mooring,22.7,-158.1,https://www.pmel.noaa.gov/co2/story/HALE-ALOHA,North Pacific Ocean,US,"NOAA, PMEL",unassigned,,https://www.pmel.noaa.gov/co2/story/HALE-ALOHA,"Barometric Pressure, CO2 Air, CO2 Water, Salinity, Water Temperature"
STS_232,MS NOVA STAR,MS NOVA STAR,Ship-based Time Series,43.594 :: 43.77348,-69.7701 :: -66.2554,,North Atlantic Ocean,US,BLOS,unassigned,,,"Alkalinity (total), Chlorophyll, Nitrate, Nitrite Concentration, pH, Phosphate Concentration, Salinity, Silicate Concentration, Water Temperature"
VOS_656,MS Trans Carrier,MS Trans Carrier,Volunteer Observing Ship,51.9187 :: 60.265,3.4233 :: 5.9491,https://no.icos-cp.eu/node/22,"North Sea, North Atlantic Ocean",Norway,NA,unassigned,,https://no.icos-cp.eu/node/22,"Alkalinity (total), CO2 Water, Oxygen Concentration, Salinity, Water Temperature"
VOS_243,MV Benguela Stream,MV Benguela Stream (UoE),Volunteer Observing Ship,19.938333 :: 50.506333,-71.987167 :: -1.3993333,http://carbochange.b.uib.no/,North Atlantic Ocean,UK,UE,unassigned,,http://carbochange.b.uib.no/,"CO2 Air, CO2 Water, Oxygen Concentration, Salinity, Water Temperature"
VOS_248,MV Pacific Celebes,MV Pacific Celebes,Volunteer Observing Ship,-27.9533 :: 44.6752,-173.8074 :: 179.99,http://www.noc.soton.ac.uk/snoms/,"Tasman Sea, South Pacific Ocean",UK,NOC,unassigned,,http://www.noc.soton.ac.uk/snoms/,"Alkalinity (total), Dissolved Inorg. Carbon, Salinity, Water Temperature"
M_147,Magdelena Bay,Magdelena Bay,Mooring,24.406,-112.095,http://www.uabc.mx,North Pacific Ocean,Mexico,UABC,unassigned,,http://www.uabc.mx,"CO2 Water, Salinity, Water Temperature"
STS_609,Makkovik Bank,Makkovik Bank,Ship-based Time Series,55.217 :: 56.078,-58.513 :: -56.51,http://www.meds-sdmm.dfo-mpo.gc.ca/isdm-gdsi/azmp-pmza/index-eng.html,"Labrador Sea, North Atlantic Ocean",Canada,DFO,unassigned,,http://www.meds-sdmm.dfo-mpo.gc.ca/isdm-gdsi/azmp-pmza/index-eng.html,"Alkalinity (total), Ammonium Concentration, Chlorophyll, Dissolved Inorg. Carbon, Nitrate, Oxygen Concentration, pH, Phosphate Concentration, Salinity, Silicate Concentration, Turbidity, Water Temperature"
STS_X_378,Malaga St. MA2 (Al,Malaga St. MA2 (Alboran Sea),Ship-based Time Series,36.700000 :: 36.710000,-4.400000 :: -4.390000,,"Alboran Sea, North Atlantic Ocean",Spain,NA,unassigned,,,"Chlorophyll, Nitrate, Nitrite Concentration, Oxygen Concentration, Phosphate Concentration, Phytoplankton, Salinity, Silicate Concentration, Water Depth, Water Temperature, Zooplankton"
STS_X_379,Mallorca St. 1 (Ba,Mallorca St. 1 (Balearic Sea and Algerian Basin); Along the spanish mediterranean coast from Alboran to Catalan sea,Ship-based Time Series,39.500000 :: 39.510000,2.400000 :: 2.410000,,"Balearic Sea, North Atlantic Ocean",Spain,NA,unassigned,,,"Chlorophyll, Nitrate, Nitrite Concentration, Phosphate Concentration, Water Depth, Water Temperature, Zooplankton"
M_148,Manta,Manta,Mooring,-0.866,-80.816,http://www.uabc.mx,South Pacific Ocean,Mexico,UABC,unassigned,,http://www.uabc.mx,"Chlorophyll, Salinity, Turbidity, Water Temperature"
STS_X_458,Manta,Manta,Ship-based Time Series,-0.870000 :: -0.860000,-80.820000 :: -80.810000,,South Pacific Ocean,Ecuador,NA,unassigned,,,"Chlorophyll, Salinity, Water Temperature"
STS_X_665,Maria Island,Maria Island,Ship-based Time Series,-42.650000 :: -42.640000,148.230000 :: 148.240000,http://imos.org.au/acidificationmoorings.html,"Tasman Sea, South Pacific Ocean",Australia,IMOS,unassigned,,http://imos.org.au/acidificationmoorings.html,"Alkalinity (total), Chlorophyll, Dissolved Inorg. Carbon, Oxygen Concentration, Salinity, Turbidity, Water Temperature"
FOTS_47,Maro Reef,Maro Reef,Fixed Ocean Time Series,25,-169,http://www.pmel.noaa.gov/co2/story/Buoys+and+Autonomous+Systems,North Pacific Ocean,US,NOAA,unassigned,,http://www.pmel.noaa.gov/co2/story/Buoys+and+Autonomous+Systems,
FOTS_48,Martha's Vineyard ,Martha's Vineyard Coastal Observatory,Fixed Ocean Time Series,41.325,-70.5667,http://www.whoi.edu/mvco,North Atlantic Ocean,US,NA,unassigned,,http://www.whoi.edu/mvco,"Dissolved Inorg. Carbon, Oxygen Concentration, pH, Salinity, Water Temperature"
FOTS_49,Maug Caldera Monum,Maug Caldera Monument,Fixed Ocean Time Series,20.03,145.23,http://www.pmel.noaa.gov/co2/story/Buoys+and+Autonomous+Systems,"Philippine Sea, North Pacific Ocean",US,NOAA,unassigned,,http://www.pmel.noaa.gov/co2/story/Buoys+and+Autonomous+Systems,
STS_X_283,Mecklenburg Bight,Mecklenburg Bight,Ship-based Time Series,54.300000 :: 54.310000,11.600000 :: 11.610000,,"Baltic Sea, North Atlantic Ocean",Germany,NA,unassigned,,,"Ammonium Concentration, Bacteria, Chlorophyll, Cyanobacteria, Nitrate, Nitrite Concentration, Particulate Organic Carbon, Particulate Organic Nitrogen, Phosphate Concentration, Phytoplankton, Salinity, Silicate Concentration, Water Depth, Water Temperature, Zooplankton"
STS_X_380,Medes Islands,Medes Islands,Ship-based Time Series,42.050000 :: 42.060000,3.250000 :: 3.260000,,"Mediterranean Sea - Western Basin, North Atlantic Ocean",Spain,NA,unassigned,,,"Alkalinity (total), Ammonium Concentration, Bacteria, Chlorophyll, Cyanobacteria, Nitrate, Nitrite Concentration, pH, Phosphate Concentration, Silicate Concentration"
M_194,Midway Atoll,Midway Atoll,Mooring,28.22,-177.37,http://www.pmel.noaa.gov/co2/story/Buoys+and+Autonomous+Systems,North Pacific Ocean,US,NOAA,unassigned,,http://www.pmel.noaa.gov/co2/story/Buoys+and+Autonomous+Systems,
STS_X_398,Mill Port (Northwe,Mill Port (Northwest North Sea),Ship-based Time Series,55.700000 :: 55.710000,-4.900000 :: -4.890000,,"Northeast Atlantic Shelf, North Atlantic Ocean",UK,NA,unassigned,,,"Chlorophyll, Phytoplankton, Water Temperature"
STS_206,Monthly cruises to,Monthly cruises to Cariaco Station,Ship-based Time Series,10.5 :: 10.5,-64.667 :: -64.667,http://www.cariaco.ws,"Caribbean Sea, North Atlantic Ocean",Venezuela,FLSCN,unassigned,,http://www.cariaco.ws,"Alkalinity (total), pH"
FOTS_50,Moorea,Moorea,Fixed Ocean Time Series,-17,-149.5,http://www.pmel.noaa.gov/co2/story/Buoys+and+Autonomous+Systems,South Pacific Ocean,US,NOAA,unassigned,,http://www.pmel.noaa.gov/co2/story/Buoys+and+Autonomous+Systems,
M_195,Moreton Bay,Moreton Bay,Mooring,-27.25,153.25,http://www.scu.edu.au/coastal-biogeochemistry/,"Coral Sea, South Pacific Ocean",Australia,SCU,unassigned,,http://www.scu.edu.au/coastal-biogeochemistry/,"Alkalinity (total), CO2 Water, Dissolved Inorg. Carbon, pH, Salinity, Water Temperature"
STS_228,Munida,Munida,Ship-based Time Series,-45.85 :: -45.77,170.72 :: 171.5,http://www.niwa.co.nz/,South Pacific Ocean,New Zealand,NA,unassigned,,http://www.niwa.co.nz/,"Alkalinity (total), Chlorophyll, CO2 Water, Dissolved Inorg. Carbon, Nitrate, Nitrite Concentration, Phosphate Concentration, Phytoplankton, Salinity, Silicate Concentration, Water Depth, Water Temperature"
FOTS_588,Mutsu (Sekinehama ,Mutsu (Sekinehama port),Fixed Ocean Time Series,41.3666,141.2333,http://www.jamstec.go.jp/mutsu/j/hendou/,"Japan Sea, North Pacific Ocean",Japan,JAMSTEC,unassigned,,http://www.jamstec.go.jp/mutsu/j/hendou/,"Alkalinity (total), Chlorophyll, Dissolved Inorg. Carbon, Dissolved Organic Carbon, Nitrate, Nitrite Concentration, Oxygen Concentration, pH, Phosphate Concentration, Salinity, Silicate Concentration, Water Temperature"
STS_X_406,NEFSC-SOOP (Gulf o,NEFSC-SOOP (Gulf of Maine),Ship-based Time Series,42.790000 :: 42.800000,-68.220000 :: -68.210000,,"Northwest Atlantic, North Atlantic Ocean",US,NA,unassigned,,,"Alkalinity (total), Chlorophyll, Dissolved Inorg. Carbon, Nitrate, Nitrite Concentration, Oxygen Concentration, Phosphate Concentration, Salinity, Silicate Concentration, Water Temperature"
STS_X_407,NEFSC-SOOP (Mid-At,NEFSC-SOOP (Mid-Atlantic Bight),Ship-based Time Series,38.780000 :: 38.790000,-71.680000 :: -71.670000,,"Northwest Atlantic, North Atlantic Ocean",US,NA,unassigned,,,"Chlorophyll, Phytoplankton, Zooplankton"
STS_X_468,NEPTUNE,NEPTUNE,Ship-based Time Series,47.570000 :: 47.580000,-129.060000 :: -129.050000,,North Pacific Ocean,Canada,NA,unassigned,,,"Alkalinity (total), Ammonium Concentration, Chlorophyll, Dissolved Inorg. Carbon, Nitrate, Nitrite Concentration, Oxygen Concentration, Particulate Organic Carbon, Particulate Organic Nitrogen, pH, Salinity, Silicate Concentration, Water Depth, Water Temperature"
STS_X_469,NEPTUNE,NEPTUNE,Ship-based Time Series,47.750000 :: 47.760000,-127.450000 :: -127.440000,,North Pacific Ocean,Canada,NA,unassigned,,,"Alkalinity (total), Ammonium Concentration, Chlorophyll, Dissolved Inorg. Carbon, Nitrate, Nitrite Concentration, Oxygen Concentration, Particulate Organic Carbon, Particulate Organic Nitrogen, pH, Salinity, Silicate Concentration, Water Depth, Water Temperature"
STS_X_470,NEPTUNE,NEPTUNE,Ship-based Time Series,48.190000 :: 48.200000,-126.030000 :: -126.020000,,North Pacific Ocean,Canada,NA,unassigned,,,"Alkalinity (total), Ammonium Concentration, Chlorophyll, Dissolved Inorg. Carbon, Nitrate, Nitrite Concentration, Oxygen Concentration, Particulate Organic Carbon, Particulate Organic Nitrogen, pH, Salinity, Silicate Concentration, Water Depth, Water Temperature"
STS_X_471,NEPTUNE,NEPTUNE,Ship-based Time Series,48.400000 :: 48.410000,-126.500000 :: -126.490000,,North Pacific Ocean,Canada,NA,unassigned,,,"Alkalinity (total), Ammonium Concentration, Chlorophyll, Dissolved Inorg. Carbon, Nitrate, Nitrite Concentration, Oxygen Concentration, Particulate Organic Carbon, Particulate Organic Nitrogen, pH, Salinity, Silicate Concentration, Water Depth, Water Temperature"
STS_X_472,NEPTUNE,NEPTUNE,Ship-based Time Series,48.480000 :: 48.490000,-126.160000 :: -126.150000,,North Pacific Ocean,Canada,NA,unassigned,,,"Alkalinity (total), Ammonium Concentration, Chlorophyll, Dissolved Inorg. Carbon, Nitrate, Nitrite Concentration, Oxygen Concentration, Particulate Organic Carbon, Particulate Organic Nitrogen, pH, Salinity, Silicate Concentration, Water Depth, Water Temperature"
STS_789,NIFS Serial Oceano,NIFS Serial Oceanographic Observation,Ship-based Time Series,31.5 :: 38.21,124.0 :: 134.0283,,"Japan Sea, North Pacific Ocean",South Korea,POSTECH,unassigned,,,"Alkalinity (total), CO2 Water, Dissolved Inorg. Carbon, Nitrate, Nitrite Concentration, pH, Phosphate Concentration, Salinity, Silicate Concentration, Water Temperature"
STS_X_408,NMFS-EcoMon: Georg,NMFS-EcoMon: Georges Bank,Ship-based Time Series,41.500000 :: 41.510000,-67.500000 :: -67.490000,,"Northwest Atlantic, North Atlantic Ocean",US,NA,unassigned,,,"Alkalinity (total), Ammonium Concentration, CO2 Water, Dissolved Inorg. Carbon, Dissolved Organic Carbon, Dissolved Organic Nitrogen, Dissolved Organic Phosphorus, Nitrate, Nitrite Concentration, Oxygen Concentration, pH, Phosphate Concentration, Primary production, Salinity, Silicate Concentration, Water Depth, Water Temperature, Zooplankton"
